UNIQUE_ID,COUNTYFP,County,Precinct,Prec_Code,G22A1NO,G22A1YES,G22A2NO,G22A2YES,G22AGRCNEL,G22AGRGEDM,G22AGROWRI,G22AGRRWEA,G22ATGOWRI,G22ATGRWIL,G22COMOWRI,G22COMRECK,G22GOVDCUN,G22GOVLREE,G22GOVOWRI,G22GOVRMCM,G22SOSDBUT,G22SOSOWRI,G22SOSRHAM,G22SUPAELL,G22SUPDELL,G22SUPGMIC,G22SUPOWRI,G22SUPRWEA,G22TREAWOR,G22TREOWRI,G22TRERLOF,G22USSDMAT,G22USSOWRI,G22USSRSCO,GCON01AODD,GCON01DAND,GCON01OWRI,GCON01RMAC,GCON02DLAR,GCON02OWRI,GCON02RWIL,GCON03OWRI,GCON03RDUN,GCON04OWRI,GCON04RTIM,GCON05DHUN,GCON05GGAI,GCON05OWRI,GCON05RNOR,GCON06DCLY,GCON06OWRI,GCON06RBUC,GCON07DSCO,GCON07OWRI,GCON07RFRY,GSL001OWRI,GSL001RWHI,GSL002OWRI,GSL002RSAN,GSL003OWRI,GSL003RCAR,GSL004OWRI,GSL004RHIO,GSL005OWRI,GSL005RCOL,GSL006OWRI,GSL006RCRO,GSL007DSAL,GSL007OWRI,GSL007RWES,GSL008ATOD,GSL008DMAC,GSL008OWRI,GSL008RCHA,GSL009DPOL,GSL009OWRI,GSL009RTHA,GSL010OWRI,GSL010RBEA,GSL011OWRI,GSL011RGAG,GSL012DPAR,GSL012OWRI,GSL012RGIB,GSL013DKIM,GSL013OWRI,GSL013RMCC,GSL014DDUN,GSL014OWRI,GSL014RJON,GSL015DMOO,GSL015OWRI,GSL015RPON,GSL016OWRI,GSL016RWIL,GSL017OWRI,GSL017RBUR,GSL018DREI,GSL018OWRI,GSL018RMOR,GSL019OWRI,GSL019RHAD,GSL020OWRI,GSL020RMOR,GSL021OWRI,GSL021RCOX,GSL022OWRI,GSL022RELL,GSL023DDIL,GSL023OWRI,GSL024OWRI,GSL024RBAN,GSL025DJON,GSL025IBOY,GSL025OWRI,GSL025RJUL,GSL026DVIL,GSL026OWRI,GSL026RFEL,GSL027OWRI,GSL027RVAU,GSL028DFRI,GSL028OWRI,GSL028RTRA,GSL029OWRI,GSL029RMOS,GSL030OWRI,GSL030RLAW,GSL031DHEN,GSL031OWRI,GSL032OWRI,GSL032RHYD,GSL033OWRI,GSL033RMOO,GSL034OWRI,GSL034RNUT,GSL035OWRI,GSL035RCHU,GSL036OWRI,GSL036RHAR,GSL037OWRI,GSL037RLON,GSL038OWRI,GSL038RMAG,GSL039OWRI,GSL039RFOR,GSL040OWRI,GSL040RWHI,GSL041DMCD,GSL041OWRI,GSL041RBRE,GSL042OWRI,GSL042RGIL,GSL043OWRI,GSL043RLIG,GSL044DCRO,GSL044IMCK,GSL044OWRI,GSL044RNEE,GSL045DSR,GSL045OWRI,GSL045RNEW,GSL046OWRI,GSL046RSES,GSL047OWRI,GSL047RPOP,GSL048DRUS,GSL048OWRI,GSL048RGUF,GSL049DKIN,GSL049OWRI,GSL049RHAR,GSL050DWHE,GSL050OWRI,GSL050RJON,GSL051DWEE,GSL051OWRI,GSL052DCAR,GSL052OWRI,GSL052RCON,GSL053OWRI,GSL053RYOW,GSL054DHEN,GSL054OWRI,GSL054RMCD,GSL055DHAY,GSL055ICOP,GSL055OWRI,GSL055RNOR,GSL056OWRI,GSL056RMCG,GSL057DATK,GSL057OWRI,GSL058OWRI,GSL058RJOH,GSL059DALE,GSL059OWRI,GSL060OWRI,GSL060RLOW,GSL061DPRE,GSL061OWRI,GSL061RSCH,GSL062DWIL,GSL062OWRI,GSL063DCOE,GSL063OWRI,GSL063RJOR,GSL064DJOH,GSL064OWRI,GSL064RPED,GSL065OWRI,GSL065RMIT,GSL066DLIT,GSL066OWRI,GSL066RONE,GSL067OWRI,GSL067RSMI,GSL068DCAR,GSL068OWRI,GSL068RCRA,GSL069OWRI,GSL069RWOO,GSL070DJOH,GSL070GHEN,GSL070OWRI,GSL070RWIL,GSL071OWRI,GSL071RBAL,GSL072DROS,GSL072OWRI,GSL073DHAR,GSL073OWRI,GSL074DRUT,GSL074OWRI,GSL075DBAU,GSL075OWRI,GSL075RFIN,GSL076DHOW,GSL076OWRI,GSL077DGAR,GSL077OWRI,GSL077RSMA,GSL078DBER,GSL078OWRI,GSL079DTHI,GSL079OWRI,GSL079RMCF,GSL080DNEW,GSL080OWRI,GSL080RLAN,GSL081OWRI,GSL081RBLA,GSL082DCLY,GSL082OWRI,GSL083DMCC,GSL083OWRI,GSL083RHIX,GSL084OWRI,GSL084RORE,GSL085LDAV,GSL085OWRI,GSL085RKIL,GSL086OWRI,GSL086RTAY,GSL087OWRI,GSL087RCAL,GSL088DSHR,GSL088OWRI,GSL088RMAY,GSL089OWRI,GSL089RCAS,GSL090DBAM,GSL090OWRI,GSL090RCAR,GSL091DHOS,GSL091OWRI,GSL092OWRI,GSL092RCOX,GSL093DOTT,GSL093OWRI,GSL093RULM,GSL094DDAV,GSL094OWRI,GSL094RGAT,GSL095DCOB,GSL095OWRI,GSL095RCIL,GSL096OWRI,GSL096RMCC,GSL097DLEW,GSL097OWRI,GSL097RROB,GSL098DCLI,GSL098OWRI,GSL098RMUR,GSL099OWRI,GSL099RSMI,GSL100OWRI,GSL100RDAV,GSL101DKIR,GSL101OWRI,GSL102DJEF,GSL102OWRI,GSL102RELS,GSL103DAND,GSL103OWRI,GSL104OWRI,GSL104RBAI,GSL105OWRI,GSL105RHAR,GSL106ATHO,GSL106DTHO,GSL106OWRI,GSL106RGUE,GSL107OWRI,GSL107RBRI,GSL108OWRI,GSL108RHEW,GSL109DTED,GSL109LTRA,GSL109OWRI,GSL110DROB,GSL110OWRI,GSL110RHAR,GSL111DGIL,GSL111OWRI,GSL112DART,GSL112OWRI,GSL112RBUS,GSL113DPEN,GSL113OWRI,GSL114DBRA,GSL114OWRI,GSL114RBRE,GSL115DWET,GSL115OWRI,GSL115RONE,GSL116DMUR,GSL116OWRI,GSL116RLEB,GSL117DMAT,GSL117OWRI,GSL117RPAC,GSL118OWRI,GSL118RHER,GSL119DSTA,GSL119OWRI,GSL119RFIP,GSL120OWRI,GSL120RNEW,GSL121DSR,GSL121OWRI,GSL121RERI,GSL122DWIL,GSL122OWRI,GSL122RHAG,GSL123OWRI,GSL123RBRA,GSL124DNAS,GSL124OWRI,GSL124RERI
ABBEVILLE-:-ABBEVILLE NO. 1,001,ABBEVILLE,ABBEVILLE NO. 1,001,355.0,547.0,346.0,554.0,37.0,70.0,0.0,761.0,8.0,822.0,3.0,822.0,257.0,10.0,1.0,718.0,222.0,0.0,763.0,33.0,293.0,16.0,1.0,636.0,77.0,4.0,787.0,212.0,0.0,772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABBEVILLE-:-ABBEVILLE NO. 2,001,ABBEVILLE,ABBEVILLE NO. 2,002,254.0,275.0,252.0,274.0,57.0,64.0,2.0,254.0,8.0,323.0,7.0,322.0,404.0,8.0,0.0,224.0,391.0,0.0,237.0,15.0,399.0,8.0,0.0,206.0,114.0,2.0,273.0,395.0,1.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABBEVILLE-:-ABBEVILLE NO. 3,001,ABBEVILLE,ABBEVILLE NO. 3,003,219.0,284.0,241.0,279.0,30.0,34.0,3.0,369.0,7.0,403.0,3.0,411.0,238.0,14.0,0.0,336.0,223.0,0.0,359.0,17.0,240.0,10.0,1.0,310.0,64.0,2.0,380.0,224.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABBEVILLE-:-ABBEVILLE NO. 4,001,ABBEVILLE,ABBEVILLE NO. 4,004,197.0,208.0,174.0,242.0,16.0,26.0,0.0,329.0,1.0,356.0,0.0,353.0,121.0,4.0,0.0,316.0,114.0,0.0,328.0,14.0,124.0,6.0,0.0,296.0,36.0,0.0,339.0,115.0,0.0,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABBEVILLE-:-ANTREVILLE,001,ABBEVILLE,ANTREVILLE,005,280.0,375.0,297.0,375.0,24.0,31.0,3.0,604.0,6.0,635.0,5.0,636.0,123.0,4.0,2.0,599.0,115.0,2.0,605.0,26.0,143.0,11.0,1.0,542.0,51.0,2.0,618.0,112.0,2.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABBEVILLE-:-BROADMOUTH,001,ABBEVILLE,BROADMOUTH,006,97.0,125.0,104.0,122.0,15.0,18.0,0.0,197.0,1.0,219.0,0.0,218.0,48.0,0.0,0.0,199.0,44.0,0.0,199.0,4.0,57.0,4.0,0.0,180.0,24.0,0.0,205.0,43.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABBEVILLE-:-CALHOUN FALLS,001,ABBEVILLE,CALHOUN FALLS,007,264.0,294.0,308.0,314.0,36.0,80.0,1.0,364.0,6.0,427.0,5.0,428.0,396.0,9.0,0.0,360.0,387.0,0.0,366.0,10.0,407.0,14.0,0.0,326.0,101.0,3.0,388.0,384.0,0.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
